country,region,dev_level,year,gdp_growth,gdp_level,inflation,policy_rate,unemployment,current_account,debt_to_gdp,fx_change,biz_confidence,fin_stress_idx,shock_event_x,equities,bonds,real_estate,commodities,cash,shock_event_y
South_Korea,Asia,developed,1990,2.317,118.96,2.283,3.305,4.039,0.646,77.79,-1.838,53.37,0.6,Gulf War / S&L crisis,-15.06,5.72,7.33,-11.5,3.04,Gulf War / S&L crisis
South_Korea,Asia,developed,1991,1.97,121.31,3.363,3.58,3.304,-2.868,78.57,-2.071,53.45,0.5,Recession,-8.62,6.92,5.09,-30.13,3.1,Recession
South_Korea,Asia,developed,1992,2.813,124.72,4.27,3.923,3.698,2.399,81.59,-0.095,57.57,0.0,,7.0,-3.16,1.47,2.9,3.19,
South_Korea,Asia,developed,1993,3.304,128.84,3.872,3.669,3.7,2.474,83.4,2.504,47.76,0.0,,-9.09,6.07,6.66,-6.25,2.78,
South_Korea,Asia,developed,1994,3.57,133.44,3.766,3.493,4.407,-0.132,84.38,-0.028,47.96,0.0,,23.37,-6.87,10.44,-4.01,2.81,
South_Korea,Asia,developed,1995,3.346,137.91,4.499,3.53,2.912,2.619,88.95,0.734,52.35,0.0,,0.4,-4.18,9.03,8.58,2.76,
South_Korea,Asia,developed,1996,3.491,142.72,3.656,3.237,2.732,-1.236,88.7,-3.174,54.54,0.0,,13.42,4.26,-3.54,4.57,2.47,
South_Korea,Asia,developed,1997,3.404,147.58,5.153,3.449,3.446,0.625,90.21,0.993,53.71,1.2,Asian Financial Crisis,-3.48,0.12,1.85,-13.46,3.33,Asian Financial Crisis
South_Korea,Asia,developed,1998,3.515,152.77,4.492,3.613,2.559,-1.612,90.99,-2.546,53.22,1.0,LTCM / Russia default,21.01,-10.26,-5.25,13.49,2.99,LTCM / Russia default
South_Korea,Asia,developed,1999,4.479,159.61,3.567,3.873,2.244,-0.61,91.32,1.184,52.94,0.0,,33.98,2.22,12.37,-10.47,3.44,
South_Korea,Asia,developed,2000,5.091,167.73,3.357,3.72,1.828,0.506,94.61,0.589,62.37,0.0,,2.71,5.43,14.57,-7.47,3.4,
South_Korea,Asia,developed,2001,4.901,175.96,3.056,3.64,2.784,-1.676,98.59,0.856,54.42,0.9,Dot-com bust / 9-11,40.72,-1.14,13.22,-2.22,3.12,Dot-com bust / 9-11
South_Korea,Asia,developed,2002,4.733,184.28,4.481,4.075,2.577,3.017,102.38,-0.936,53.87,0.7,Corporate scandals,-4.55,-1.75,8.55,32.01,2.93,Corporate scandals
South_Korea,Asia,developed,2003,4.792,193.11,4.574,3.86,1.833,-1.775,102.2,-1.61,57.23,0.0,,13.54,4.12,8.53,2.87,3.03,
South_Korea,Asia,developed,2004,4.618,202.03,4.516,3.704,2.46,1.175,105.14,-1.754,55.62,0.0,,5.47,-11.24,5.49,-9.47,3.18,
South_Korea,Asia,developed,2005,5.908,213.97,4.299,3.831,1.959,0.184,106.27,-0.302,52.23,0.0,,10.14,-5.28,8.58,4.84,3.1,
South_Korea,Asia,developed,2006,4.978,224.62,4.02,4.018,2.228,-0.354,108.18,1.623,55.23,0.0,,4.33,-1.38,18.97,7.13,3.23,
South_Korea,Asia,developed,2007,5.098,236.07,3.483,4.36,2.639,1.732,111.5,1.183,55.37,0.0,,15.39,-11.51,8.81,-1.04,3.43,
South_Korea,Asia,developed,2008,2.395,241.72,4.967,4.293,3.488,0.363,115.34,-4.181,46.38,3.0,Global Financial Crisis,-11.09,-1.13,6.45,19.94,3.37,Global Financial Crisis
South_Korea,Asia,developed,2009,-0.508,240.5,4.078,4.015,5.174,2.832,116.7,-5.918,43.25,2.5,GFC trough,-13.21,1.55,2.43,4.85,3.44,GFC trough
South_Korea,Asia,developed,2010,0.438,241.55,4.848,4.431,4.82,-0.741,122.18,-0.444,48.03,0.0,,11.32,-2.15,13.71,4.5,3.51,
South_Korea,Asia,developed,2011,0.124,241.85,4.562,4.654,6.076,0.123,124.37,-2.688,50.59,0.6,Euro debt crisis,-1.31,7.95,-3.02,18.25,3.77,Euro debt crisis
South_Korea,Asia,developed,2012,0.159,242.24,4.79,4.922,5.139,-0.439,129.29,-0.045,47.84,0.0,,-5.74,4.42,-5.6,16.77,4.29,
South_Korea,Asia,developed,2013,2.355,247.94,4.25,5.177,2.613,2.553,135.53,-0.165,54.29,0.0,,-1.73,-0.34,-0.21,9.92,4.97,
South_Korea,Asia,developed,2014,3.226,255.94,3.586,5.218,2.983,-1.218,140.94,1.924,51.47,0.0,,6.33,2.78,5.6,4.93,4.39,
South_Korea,Asia,developed,2015,2.924,263.42,2.842,5.138,3.038,0.713,145.77,0.021,55.48,0.4,China slowdown,-1.62,3.17,1.8,-9.65,4.67,China slowdown
South_Korea,Asia,developed,2016,3.136,271.68,2.803,4.392,3.941,-1.533,149.45,0.067,50.33,0.0,,12.95,-0.01,17.64,-23.39,4.12,
South_Korea,Asia,developed,2017,3.111,280.14,4.049,4.508,2.94,0.611,152.24,6.744,54.31,0.0,,1.08,0.71,1.95,-9.07,4.23,
South_Korea,Asia,developed,2018,3.23,289.19,5.075,4.029,3.432,3.989,154.88,-3.939,52.4,0.0,,34.88,-2.78,10.47,6.17,3.94,
South_Korea,Asia,developed,2019,4.42,301.97,5.061,4.11,2.447,-1.119,158.19,2.208,58.07,0.0,,-9.73,-0.72,3.59,-29.75,3.39,
South_Korea,Asia,developed,2020,1.714,307.14,3.473,3.422,4.41,-2.691,161.13,-2.619,43.23,2.8,COVID-19,20.43,-0.14,6.05,20.73,2.9,COVID-19
South_Korea,Asia,developed,2021,4.454,320.82,4.932,4.327,3.077,0.147,162.41,-2.571,53.02,0.2,COVID recovery / stimulus,15.88,-10.94,2.8,19.04,3.7,COVID recovery / stimulus
South_Korea,Asia,developed,2022,3.811,333.05,7.015,4.252,2.701,2.409,165.6,-3.888,59.3,1.0,Inflation / rate hike cycle,14.34,-3.2,23.25,-0.54,4.1,Inflation / rate hike cycle
South_Korea,Asia,developed,2023,3.666,345.26,5.989,4.947,2.983,-1.455,173.24,1.26,55.74,0.4,Rates plateau,12.42,5.59,-4.19,8.44,4.09,Rates plateau
South_Korea,Asia,developed,2024,4.22,359.83,4.689,5.637,2.468,0.567,173.62,-4.438,55.64,0.0,,14.44,4.11,9.09,23.66,4.59,
China,Asia,emerging,1985,6.529,106.53,-0.178,4.965,5.795,4.779,50.27,1.238,57.02,0.0,,9.71,2.07,10.55,3.69,3.93,
China,Asia,emerging,1986,8.118,115.18,-0.07,4.248,4.091,3.108,50.21,0.56,59.55,0.0,,39.09,-1.22,26.09,7.1,3.81,
China,Asia,emerging,1987,8.915,125.45,1.799,5.467,3.349,5.246,51.52,16.955,50.77,0.8,Black Monday,28.1,-5.93,14.38,36.56,4.72,Black Monday
China,Asia,emerging,1988,7.734,135.15,3.037,5.636,5.108,0.663,53.88,6.041,57.27,0.0,,32.41,0.63,13.79,11.17,4.95,
China,Asia,emerging,1989,6.522,143.96,6.005,7.021,5.039,2.409,55.52,-1.055,56.27,0.0,,25.62,-12.18,8.72,6.81,5.85,
China,Asia,emerging,1990,5.604,152.03,4.217,5.906,4.822,2.444,56.82,0.952,54.04,0.6,Gulf War / S&L crisis,28.92,-5.85,-5.06,20.09,4.59,Gulf War / S&L crisis
China,Asia,emerging,1991,3.825,157.85,7.275,6.137,5.871,2.965,55.1,-4.995,54.49,0.5,Recession,-14.14,0.05,4.48,16.4,5.08,Recession
China,Asia,emerging,1992,2.659,162.04,8.815,8.016,6.486,2.584,59.86,-3.838,54.38,0.0,,-11.36,-11.63,-3.22,-9.04,6.91,
China,Asia,emerging,1993,3.064,167.01,6.857,7.354,6.639,4.316,61.9,-7.273,48.79,0.0,,1.54,-2.75,2.13,14.97,6.4,
China,Asia,emerging,1994,4.646,174.77,9.934,8.557,5.483,3.532,63.61,-3.732,50.22,0.0,,5.16,-7.72,2.74,-25.35,7.47,
China,Asia,emerging,1995,7.05,187.09,3.629,8.664,4.243,1.179,68.54,-3.519,52.66,0.0,,17.01,-0.17,-6.05,3.77,7.04,
China,Asia,emerging,1996,7.006,200.2,4.491,7.955,3.71,0.269,72.63,0.167,56.02,0.0,,25.2,-11.02,-1.83,16.94,6.57,
China,Asia,emerging,1997,6.016,212.24,3.313,8.708,4.898,1.113,77.04,-3.466,49.83,1.2,Asian Financial Crisis,-3.47,3.47,7.19,18.33,7.66,Asian Financial Crisis
China,Asia,emerging,1998,5.799,224.55,3.201,8.172,6.146,2.672,74.53,1.811,51.98,1.0,LTCM / Russia default,6.02,-1.9,-4.33,10.01,6.79,LTCM / Russia default
China,Asia,emerging,1999,6.277,238.64,3.813,7.659,4.835,3.226,75.28,-4.742,63.26,0.0,,9.91,0.4,14.57,14.39,7.05,
China,Asia,emerging,2000,5.848,252.6,4.011,6.062,5.134,0.134,76.01,5.162,55.31,0.0,,7.72,-11.68,13.37,-3.17,5.07,
China,Asia,emerging,2001,5.568,266.67,0.286,6.512,4.62,5.057,79.95,3.941,49.35,0.9,Dot-com bust / 9-11,-10.21,-1.75,-7.94,-0.49,5.42,Dot-com bust / 9-11
China,Asia,emerging,2002,5.558,281.49,-0.023,5.378,5.096,-2.077,83.89,0.741,50.85,0.7,Corporate scandals,14.63,9.2,12.25,-18.36,4.75,Corporate scandals
China,Asia,emerging,2003,5.496,296.96,1.459,4.004,4.124,2.814,86.29,-0.296,50.22,0.0,,19.58,0.36,11.05,10.12,3.2,
China,Asia,emerging,2004,6.229,315.46,-1.002,2.231,4.51,3.688,86.27,-0.799,60.02,0.0,,20.84,9.14,10.25,-9.45,1.88,
China,Asia,emerging,2005,7.095,337.84,0.636,1.683,4.154,-2.373,88.52,3.191,54.19,0.0,,12.27,-8.05,15.52,28.75,1.42,
China,Asia,emerging,2006,7.156,362.01,2.741,0.748,4.127,-0.273,92.11,4.696,48.16,0.0,,29.36,-12.66,23.74,9.49,0.44,
China,Asia,emerging,2007,5.551,382.11,2.688,0.686,4.562,5.89,93.26,2.708,51.62,0.0,,25.56,0.18,9.48,12.65,0.94,
China,Asia,emerging,2008,2.53,391.77,3.2,0.674,7.041,-1.258,98.18,0.095,42.46,3.0,Global Financial Crisis,0.85,-1.4,4.53,18.53,0.21,Global Financial Crisis
China,Asia,emerging,2009,-0.71,388.99,0.296,0.194,8.388,1.071,98.68,-6.628,43.13,2.5,GFC trough,5.17,5.32,5.23,-4.74,0.0,GFC trough
China,Asia,emerging,2010,0.644,391.5,4.091,0.475,8.313,0.933,101.11,-0.365,45.34,0.0,,29.53,-5.47,14.9,33.17,0.61,
China,Asia,emerging,2011,3.697,405.97,4.322,1.658,5.775,1.67,100.83,6.023,52.2,0.6,Euro debt crisis,-1.05,-7.19,5.72,10.12,1.48,Euro debt crisis
China,Asia,emerging,2012,5.213,427.14,6.934,3.694,5.776,-0.843,100.99,-5.96,55.66,0.0,,2.9,-9.85,4.94,7.01,3.74,
China,Asia,emerging,2013,6.115,453.26,3.526,3.648,4.196,1.894,98.95,2.726,55.21,0.0,,9.27,-7.01,3.81,17.76,3.09,
China,Asia,emerging,2014,8.876,493.49,5.277,4.023,3.971,-0.795,97.56,1.223,49.44,0.0,,15.88,-8.25,9.94,14.21,4.22,
China,Asia,emerging,2015,8.312,534.5,2.591,4.114,3.305,2.848,98.35,7.365,54.76,0.4,China slowdown,30.26,-2.98,8.92,-12.06,3.72,China slowdown
China,Asia,emerging,2016,7.312,573.59,2.339,2.904,4.547,3.18,103.95,-2.671,54.07,0.0,,32.7,-3.99,25.87,8.24,2.7,
China,Asia,emerging,2017,6.793,612.55,3.055,3.378,4.577,4.173,103.73,5.154,56.14,0.0,,26.15,-2.99,6.79,5.97,3.12,
China,Asia,emerging,2018,7.08,655.92,2.574,5.331,4.051,2.596,103.77,9.296,57.38,0.0,,14.33,0.45,2.3,19.69,4.63,
China,Asia,emerging,2019,6.496,698.53,3.845,5.497,4.494,3.516,106.31,1.065,54.21,0.0,,4.2,-3.93,17.2,-10.4,4.35,
China,Asia,emerging,2020,2.389,715.22,3.945,5.194,6.485,5.388,107.43,1.151,51.27,2.8,COVID-19,-3.31,12.7,-8.19,13.57,4.49,COVID-19
China,Asia,emerging,2021,6.208,759.62,4.195,4.456,5.058,-0.746,108.06,-10.88,54.46,0.2,COVID recovery / stimulus,11.6,-2.07,7.32,3.12,3.29,COVID recovery / stimulus
China,Asia,emerging,2022,4.556,794.23,4.64,5.449,5.068,3.594,109.16,7.756,53.29,1.0,Inflation / rate hike cycle,9.52,2.88,4.9,24.27,4.81,Inflation / rate hike cycle
China,Asia,emerging,2023,3.707,823.67,1.588,5.159,6.015,1.661,114.32,-3.08,51.95,0.4,Rates plateau,9.77,-0.77,1.35,-15.57,4.31,Rates plateau
China,Asia,emerging,2024,5.926,872.48,3.649,4.93,4.893,-1.478,114.13,1.637,53.54,0.0,,19.78,6.46,14.26,-4.73,3.76,
India,Asia,emerging,1985,6.59,106.59,8.579,6.525,4.587,0.377,49.59,6.534,57.79,0.0,,14.94,-4.51,6.07,19.0,5.49,
India,Asia,emerging,1986,6.916,113.96,11.751,6.609,4.538,0.733,48.67,-0.072,52.0,0.0,,26.54,-20.0,20.99,-4.15,5.86,
India,Asia,emerging,1987,7.24,122.21,12.929,8.388,3.453,-1.934,50.94,-1.823,45.89,0.8,Black Monday,9.43,-14.41,1.16,16.64,7.27,Black Monday
India,Asia,emerging,1988,8.547,132.66,11.916,8.897,4.224,-1.355,50.35,0.167,61.92,0.0,,31.58,-7.1,8.68,38.71,7.59,
India,Asia,emerging,1989,9.983,145.9,11.552,10.38,3.404,-2.514,52.21,-5.186,58.63,0.0,,33.08,-12.71,0.82,15.89,8.97,
India,Asia,emerging,1990,7.88,157.4,11.824,11.269,2.524,0.358,54.96,0.632,54.55,0.6,Gulf War / S&L crisis,10.65,-11.07,5.7,12.15,8.7,Gulf War / S&L crisis
India,Asia,emerging,1991,8.305,170.47,11.55,12.25,4.37,0.725,54.74,-13.707,53.96,0.5,Recession,31.15,-14.69,-8.88,-4.34,10.31,Recession
India,Asia,emerging,1992,8.767,185.41,9.834,13.024,3.691,2.576,55.66,1.338,58.26,0.0,,6.38,-15.5,-7.35,19.97,11.68,
India,Asia,emerging,1993,10.002,203.96,5.754,11.848,3.423,3.092,57.12,-1.24,59.97,0.0,,27.88,-2.29,-0.71,11.85,10.2,
India,Asia,emerging,1994,10.169,224.7,5.184,11.365,3.506,3.781,59.5,0.616,57.66,0.0,,11.19,-9.48,10.36,26.39,9.68,
India,Asia,emerging,1995,9.921,246.99,5.216,10.829,2.511,2.594,58.18,-1.775,57.92,0.0,,4.95,-8.67,-7.31,11.12,9.28,
India,Asia,emerging,1996,11.455,275.29,4.627,9.672,1.997,3.318,52.8,-4.452,67.01,0.0,,21.89,-6.51,12.17,13.92,7.86,
India,Asia,emerging,1997,10.285,303.6,3.014,8.737,2.891,1.692,56.9,2.989,53.89,1.2,Asian Financial Crisis,15.38,-2.08,18.58,4.3,7.59,Asian Financial Crisis
India,Asia,emerging,1998,9.803,333.36,2.147,6.918,2.218,-3.13,55.45,-4.583,56.48,1.0,LTCM / Russia default,31.36,-3.8,18.56,25.96,6.29,LTCM / Russia default
India,Asia,emerging,1999,7.538,358.49,-2.0,4.261,3.995,-1.211,58.94,-0.518,58.44,0.0,,28.71,15.17,8.86,37.67,3.85,
India,Asia,emerging,2000,7.381,384.95,-0.385,2.52,4.28,-1.53,59.51,0.884,52.84,0.0,,41.34,-0.04,23.79,27.98,1.82,
India,Asia,emerging,2001,7.276,412.96,1.734,1.82,4.435,-0.168,58.0,1.782,51.93,0.9,Dot-com bust / 9-11,20.46,-11.07,14.6,-5.08,1.48,Dot-com bust / 9-11
India,Asia,emerging,2002,5.433,435.4,-0.614,0.629,5.567,-1.389,63.59,6.563,56.69,0.7,Corporate scandals,55.62,12.4,4.63,13.98,0.77,Corporate scandals
India,Asia,emerging,2003,6.779,464.91,4.514,0.529,3.33,-0.892,64.78,1.353,56.04,0.0,,22.78,-2.95,22.32,-11.32,0.14,
India,Asia,emerging,2004,8.419,504.05,5.676,2.097,3.321,-2.191,67.89,0.752,54.61,0.0,,30.61,-6.05,13.77,-2.06,1.76,
India,Asia,emerging,2005,7.319,540.95,4.542,1.887,3.699,-3.001,67.69,-2.377,58.95,0.0,,36.87,-4.69,31.19,-1.41,1.66,
India,Asia,emerging,2006,7.591,582.01,5.464,1.908,4.144,0.722,69.23,-0.159,59.08,0.0,,22.64,-2.69,12.32,38.46,1.11,
India,Asia,emerging,2007,7.453,625.38,7.257,2.522,3.367,0.537,70.97,2.65,57.0,0.0,,46.15,-7.22,21.55,30.44,2.4,
India,Asia,emerging,2008,3.321,646.15,6.332,3.359,6.553,-1.122,75.21,-16.079,51.46,3.0,Global Financial Crisis,-6.95,1.55,16.7,-5.85,3.49,Global Financial Crisis
India,Asia,emerging,2009,2.483,662.2,5.09,3.516,6.836,-5.491,75.69,-6.762,47.65,2.5,GFC trough,5.99,-1.76,-5.7,3.54,2.4,GFC trough
India,Asia,emerging,2010,4.968,695.1,4.729,2.679,5.679,-0.653,76.5,-0.927,60.55,0.0,,14.24,-3.96,4.5,19.77,2.21,
India,Asia,emerging,2011,2.387,711.69,4.754,2.623,6.416,1.8,80.07,0.285,49.82,0.6,Euro debt crisis,2.5,-1.88,10.68,8.75,2.02,Euro debt crisis
India,Asia,emerging,2012,3.406,735.93,4.894,2.624,6.203,0.505,83.18,-5.669,49.47,0.0,,16.57,-1.85,1.75,3.94,2.4,
India,Asia,emerging,2013,2.206,752.16,6.948,3.259,7.15,-2.859,88.91,-3.179,52.2,0.0,,18.06,-4.25,13.21,-5.7,2.49,
India,Asia,emerging,2014,4.43,785.48,4.884,2.864,5.875,5.715,90.94,8.516,57.02,0.0,,14.47,5.08,13.22,4.37,2.9,
India,Asia,emerging,2015,5.274,826.91,2.949,3.442,4.614,3.202,92.74,-12.186,52.24,0.4,China slowdown,13.55,10.66,6.94,-7.64,2.88,China slowdown
India,Asia,emerging,2016,6.49,880.58,3.185,3.801,4.33,-2.612,93.71,1.152,53.95,0.0,,18.15,-6.05,33.95,12.93,3.37,
India,Asia,emerging,2017,8.09,951.82,2.148,3.671,3.989,-3.113,91.67,1.365,62.17,0.0,,20.04,-4.94,24.0,-17.12,2.78,
India,Asia,emerging,2018,8.513,1032.85,-0.433,0.273,4.11,-0.192,93.48,-2.324,57.6,0.0,,28.63,7.46,20.23,13.07,0.24,
India,Asia,emerging,2019,9.15,1127.36,0.059,-0.309,3.438,1.085,92.62,6.802,55.65,0.0,,49.56,-8.31,31.23,4.24,0.01,
India,Asia,emerging,2020,3.019,1161.39,5.021,-0.29,6.207,-0.132,94.05,-3.197,46.6,2.8,COVID-19,-2.65,0.36,8.29,-8.2,0.0,COVID-19
India,Asia,emerging,2021,7.024,1242.96,2.002,1.335,4.415,1.161,91.58,-1.006,52.99,0.2,COVID recovery / stimulus,18.38,-0.25,12.31,2.64,0.57,COVID recovery / stimulus
India,Asia,emerging,2022,7.581,1337.19,4.53,2.429,3.884,-0.905,91.58,7.01,48.16,1.0,Inflation / rate hike cycle,17.31,1.22,20.65,7.28,2.14,Inflation / rate hike cycle
India,Asia,emerging,2023,5.457,1410.17,0.189,0.747,4.866,-3.229,90.72,-8.18,50.34,0.4,Rates plateau,11.49,10.77,33.23,8.68,1.41,Rates plateau
India,Asia,emerging,2024,7.283,1512.88,2.259,0.939,3.857,-3.072,88.51,1.056,58.21,0.0,,19.38,-7.79,14.37,4.59,1.49,
Brazil,LatAm,emerging,1985,4.083,104.08,9.261,11.775,5.971,-0.643,52.14,9.807,51.52,0.0,,-0.28,-11.68,-13.61,27.71,10.31,
Brazil,LatAm,emerging,1986,3.531,107.76,11.432,11.448,5.913,-1.058,54.42,-9.01,57.67,0.0,,-3.44,-18.92,-15.63,37.38,9.94,
Brazil,LatAm,emerging,1987,3.797,111.85,11.875,11.766,6.145,-1.799,56.62,9.605,55.02,0.8,Black Monday,0.08,-0.46,6.83,10.91,10.0,Black Monday
Brazil,LatAm,emerging,1988,2.173,114.28,11.46,11.436,6.314,-2.082,59.02,3.647,55.36,0.0,,-8.05,-9.91,-20.5,-11.1,9.2,
Brazil,LatAm,emerging,1989,3.007,117.72,8.571,11.217,6.632,-1.257,61.55,2.036,53.97,0.0,,14.32,-13.5,8.68,-0.95,10.06,
Brazil,LatAm,emerging,1990,2.317,120.44,11.922,12.028,7.431,1.119,62.2,-6.687,50.16,0.6,Gulf War / S&L crisis,-8.53,-16.63,-0.81,32.25,9.95,Gulf War / S&L crisis
Brazil,LatAm,emerging,1991,0.262,120.76,11.125,13.013,8.497,0.616,65.71,-11.349,49.65,0.5,Recession,-14.35,-10.79,-16.85,11.99,10.96,Recession
Brazil,LatAm,emerging,1992,0.977,121.94,10.866,15.039,8.132,1.57,68.46,-3.425,51.34,0.0,,-31.4,-9.73,-11.98,7.53,12.68,
Brazil,LatAm,emerging,1993,0.552,122.61,11.294,15.426,7.18,2.394,73.66,-9.633,50.77,0.0,,-22.41,-10.04,-7.75,-6.32,13.33,
Brazil,LatAm,emerging,1994,1.502,124.45,12.58,15.561,7.663,0.374,76.02,-8.45,55.87,0.0,,-8.35,-8.07,-23.73,6.37,13.23,
Brazil,LatAm,emerging,1995,3.312,128.58,12.31,17.216,6.873,1.367,79.13,7.364,57.13,0.0,,-13.08,-8.76,-14.8,44.54,14.72,
Brazil,LatAm,emerging,1996,2.771,132.14,10.112,17.097,5.779,1.399,82.45,1.22,53.05,0.0,,-31.07,-1.54,-20.67,40.9,14.97,
Brazil,LatAm,emerging,1997,1.871,134.61,8.399,16.209,8.009,2.77,88.73,-0.246,53.25,1.2,Asian Financial Crisis,-19.9,-0.25,-26.36,9.09,13.98,Asian Financial Crisis
Brazil,LatAm,emerging,1998,3.029,138.69,6.492,15.178,5.575,2.246,98.09,0.853,46.67,1.0,LTCM / Russia default,4.56,1.86,-16.71,45.72,12.79,LTCM / Russia default
Brazil,LatAm,emerging,1999,3.752,143.89,4.985,13.549,6.437,0.509,101.98,-2.344,56.63,0.0,,-19.53,-9.06,1.32,7.24,11.56,
Brazil,LatAm,emerging,2000,3.198,148.49,3.37,12.024,6.571,-0.356,103.87,6.334,47.11,0.0,,-6.14,-1.87,-14.55,14.52,10.19,
Brazil,LatAm,emerging,2001,1.538,150.78,2.943,10.891,7.512,2.254,107.47,4.45,51.35,0.9,Dot-com bust / 9-11,-0.33,4.48,-14.13,-15.49,8.79,Dot-com bust / 9-11
Brazil,LatAm,emerging,2002,-0.665,149.77,7.7,9.564,8.542,0.78,113.37,-2.383,49.97,0.7,Corporate scandals,28.01,6.1,-0.15,-1.78,8.13,Corporate scandals
Brazil,LatAm,emerging,2003,-1.497,147.53,7.628,9.058,8.41,0.857,121.06,-1.605,49.85,0.0,,-16.62,-7.52,-14.07,28.35,7.95,
Brazil,LatAm,emerging,2004,-0.188,147.26,5.917,8.585,7.944,-1.393,127.09,1.798,44.92,0.0,,-14.64,-1.52,-0.46,-0.65,7.32,
Brazil,LatAm,emerging,2005,-1.248,145.42,7.183,7.942,8.775,1.562,129.95,-6.813,52.94,0.0,,0.38,1.33,-4.72,-1.51,6.59,
Brazil,LatAm,emerging,2006,0.361,145.94,6.508,7.27,7.564,-2.381,136.44,-3.436,53.88,0.0,,-12.99,-8.91,-3.92,20.58,5.77,
Brazil,LatAm,emerging,2007,0.665,146.91,4.72,6.726,6.355,-0.242,140.65,5.108,45.45,0.0,,5.21,4.73,-16.15,3.46,6.21,
Brazil,LatAm,emerging,2008,-0.832,145.69,7.857,8.199,8.39,2.028,143.72,-7.57,37.66,3.0,Global Financial Crisis,-9.63,-9.32,-8.88,-3.99,7.18,Global Financial Crisis
Brazil,LatAm,emerging,2009,-3.898,140.01,7.337,7.443,10.137,-3.616,146.09,6.127,35.48,2.5,GFC trough,-29.13,2.55,-20.28,6.53,6.16,GFC trough
Brazil,LatAm,emerging,2010,-3.308,135.38,7.463,8.348,9.863,0.296,154.94,-3.493,44.58,0.0,,-13.14,-5.19,-6.73,10.57,6.61,
Brazil,LatAm,emerging,2011,-2.027,132.64,7.473,8.089,9.05,0.069,159.27,4.167,42.49,0.6,Euro debt crisis,2.59,-0.87,-8.42,19.42,6.97,Euro debt crisis
Brazil,LatAm,emerging,2012,-0.907,131.43,6.988,8.441,7.394,1.782,164.22,6.403,47.05,0.0,,9.46,-2.13,1.03,10.12,7.33,
Brazil,LatAm,emerging,2013,0.136,131.61,11.018,9.217,8.551,0.078,171.55,-0.556,52.77,0.0,,1.94,-0.13,-1.46,3.9,7.64,
Brazil,LatAm,emerging,2014,0.154,131.82,8.446,9.011,7.973,-0.442,179.56,6.39,47.33,0.0,,-3.31,-7.06,-15.21,-22.66,7.19,
Brazil,LatAm,emerging,2015,-0.13,131.64,5.205,10.22,8.217,0.96,184.46,0.833,50.51,0.4,China slowdown,17.09,-2.18,4.59,13.42,8.67,China slowdown
Brazil,LatAm,emerging,2016,0.474,132.27,7.915,12.128,7.289,-2.044,191.28,8.056,53.92,0.0,,-24.4,-2.85,2.59,32.44,10.39,
Brazil,LatAm,emerging,2017,1.068,133.68,8.005,11.312,7.911,-0.76,198.93,3.042,51.22,0.0,,-17.55,-8.25,-16.84,28.43,10.1,
Brazil,LatAm,emerging,2018,1.394,135.55,8.025,11.936,8.126,1.171,209.24,-1.007,50.2,0.0,,-1.56,-5.26,1.61,-5.33,10.16,
Brazil,LatAm,emerging,2019,2.705,139.21,8.363,10.867,6.483,-0.166,216.23,7.3,55.95,0.0,,6.7,-9.51,-11.76,-0.88,9.66,
Brazil,LatAm,emerging,2020,0.552,139.98,8.537,11.04,7.256,0.024,225.53,-9.357,44.35,2.8,COVID-19,6.92,-1.43,-19.4,-1.0,9.38,COVID-19
Brazil,LatAm,emerging,2021,4.585,146.4,10.752,11.457,5.942,-0.364,228.19,-3.249,60.48,0.2,COVID recovery / stimulus,-2.31,-9.94,-2.23,5.3,9.68,COVID recovery / stimulus
Brazil,LatAm,emerging,2022,1.096,148.0,13.227,13.84,7.072,0.004,236.83,6.568,49.58,1.0,Inflation / rate hike cycle,-13.76,-10.74,-21.07,22.81,11.23,Inflation / rate hike cycle
Brazil,LatAm,emerging,2023,1.353,150.0,14.05,15.331,6.886,-1.295,250.0,-4.936,45.1,0.4,Rates plateau,8.03,-10.02,-13.75,23.03,12.82,Rates plateau
Brazil,LatAm,emerging,2024,1.826,152.74,9.88,16.459,7.176,-1.81,250.0,-10.011,49.74,0.0,,-20.6,-11.48,-21.16,20.87,13.82,
Mexico,LatAm,emerging,1985,4.02,104.02,10.964,10.177,5.944,-0.864,50.41,8.96,56.61,0.0,,12.78,-20.0,-6.41,28.95,8.6,
Mexico,LatAm,emerging,1986,6.253,110.52,12.858,10.222,4.54,-1.338,51.92,-2.209,70.16,0.0,,1.45,-16.72,-24.29,-2.25,9.01,
Mexico,LatAm,emerging,1987,3.697,114.61,12.156,11.797,6.151,0.22,52.64,-1.164,56.54,0.8,Black Monday,-7.95,-12.39,-27.7,-12.9,10.38,Black Monday
Mexico,LatAm,emerging,1988,3.866,119.04,12.165,13.787,6.535,0.143,53.31,-4.7,56.24,0.0,,7.08,-17.18,-15.82,11.57,11.36,
Mexico,LatAm,emerging,1989,3.902,123.69,10.076,13.133,5.455,-3.302,55.77,-8.421,53.97,0.0,,-23.38,-9.01,-4.83,19.85,11.43,
Mexico,LatAm,emerging,1990,2.194,126.4,6.969,12.802,7.273,-1.099,58.44,2.547,50.58,0.6,Gulf War / S&L crisis,-24.24,-2.47,-14.96,7.4,10.82,Gulf War / S&L crisis
Mexico,LatAm,emerging,1991,0.206,126.66,9.436,13.33,8.198,1.851,58.81,5.888,50.54,0.5,Recession,-18.89,-19.28,-7.31,14.47,10.89,Recession
